Old Name,New Name,Old Path,New Path
RWStepRepr_RWFunctionallyDefinedTransformation.pxx,RWStepRepr_RWFunctionallyDefinedTransformation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWFunctionallyDefinedTransformation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWFunctionallyDefinedTransformation.hpp
RWStepRepr_RWGeometricAlignment.pxx,RWStepRepr_RWGeometricAlignment.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWGeometricAlignment.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWGeometricAlignment.hpp
RWStepRepr_RWGlobalUncertaintyAssignedContext.pxx,RWStepRepr_RWGlobalUncertaintyAssignedContext.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWGlobalUncertaintyAssignedContext.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWGlobalUncertaintyAssignedContext.hpp
RWStepRepr_RWGlobalUnitAssignedContext.pxx,RWStepRepr_RWGlobalUnitAssignedContext.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWGlobalUnitAssignedContext.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWGlobalUnitAssignedContext.hpp
RWStepRepr_RWIntegerRepresentationItem.pxx,RWStepRepr_RWIntegerRepresentationItem.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWIntegerRepresentationItem.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWIntegerRepresentationItem.hpp
RWStepRepr_RWItemDefinedTransformation.pxx,RWStepRepr_RWItemDefinedTransformation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWItemDefinedTransformation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWItemDefinedTransformation.hpp
RWStepRepr_RWMakeFromUsageOption.pxx,RWStepRepr_RWMakeFromUsageOption.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMakeFromUsageOption.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMakeFromUsageOption.hpp
RWStepRepr_RWMappedItem.pxx,RWStepRepr_RWMappedItem.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMappedItem.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMappedItem.hpp
RWStepRepr_RWMaterialDesignation.pxx,RWStepRepr_RWMaterialDesignation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMaterialDesignation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMaterialDesignation.hpp
RWStepRepr_RWMaterialProperty.pxx,RWStepRepr_RWMaterialProperty.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMaterialProperty.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMaterialProperty.hpp
RWStepRepr_RWMaterialPropertyRepresentation.pxx,RWStepRepr_RWMaterialPropertyRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMaterialPropertyRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMaterialPropertyRepresentation.hpp
RWStepRepr_RWMeasureRepresentationItem.pxx,RWStepRepr_RWMeasureRepresentationItem.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMeasureRepresentationItem.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMeasureRepresentationItem.hpp
RWStepRepr_RWMechanicalDesignAndDraughtingRelationship.pxx,RWStepRepr_RWMechanicalDesignAndDraughtingRelationship.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMechanicalDesignAndDraughtingRelationship.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWMechanicalDesignAndDraughtingRelationship.hpp
RWStepRepr_RWParallelOffset.pxx,RWStepRepr_RWParallelOffset.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWParallelOffset.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWParallelOffset.hpp
RWStepRepr_RWParametricRepresentationContext.pxx,RWStepRepr_RWParametricRepresentationContext.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWParametricRepresentationContext.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWParametricRepresentationContext.hpp
RWStepRepr_RWPerpendicularTo.pxx,RWStepRepr_RWPerpendicularTo.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPerpendicularTo.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPerpendicularTo.hpp
RWStepRepr_RWProductConcept.pxx,RWStepRepr_RWProductConcept.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWProductConcept.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWProductConcept.hpp
RWStepRepr_RWProductDefinitionShape.pxx,RWStepRepr_RWProductDefinitionShape.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWProductDefinitionShape.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWProductDefinitionShape.hpp
RWStepRepr_RWPropertyDefinition.pxx,RWStepRepr_RWPropertyDefinition.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPropertyDefinition.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPropertyDefinition.hpp
RWStepRepr_RWPropertyDefinitionRelationship.pxx,RWStepRepr_RWPropertyDefinitionRelationship.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPropertyDefinitionRelationship.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPropertyDefinitionRelationship.hpp
RWStepRepr_RWPropertyDefinitionRepresentation.pxx,RWStepRepr_RWPropertyDefinitionRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPropertyDefinitionRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWPropertyDefinitionRepresentation.hpp
RWStepRepr_RWQuantifiedAssemblyComponentUsage.pxx,RWStepRepr_RWQuantifiedAssemblyComponentUsage.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWQuantifiedAssemblyComponentUsage.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWQuantifiedAssemblyComponentUsage.hpp
RWStepRepr_RWRealRepresentationItem.pxx,RWStepRepr_RWRealRepresentationItem.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRealRepresentationItem.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRealRepresentationItem.hpp
RWStepRepr_RWReprItemAndLengthMeasureWithUnit.pxx,RWStepRepr_RWReprItemAndLengthMeasureWithUnit.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndLengthMeasureWithUnit.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndLengthMeasureWithUnit.hpp
RWStepRepr_RWReprItemAndLengthMeasureWithUnitAndQRI.pxx,RWStepRepr_RWReprItemAndLengthMeasureWithUnitAndQRI.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndLengthMeasureWithUnitAndQRI.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndLengthMeasureWithUnitAndQRI.hpp
RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnit.pxx,RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnit.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnit.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnit.hpp
RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnitAndQRI.pxx,RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnitAndQRI.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnitAndQRI.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWReprItemAndPlaneAngleMeasureWithUnitAndQRI.hpp
RWStepRepr_RWRepresentation.pxx,RWStepRepr_RWRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentation.hpp
RWStepRepr_RWRepresentationContext.pxx,RWStepRepr_RWRepresentationContext.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationContext.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationContext.hpp
RWStepRepr_RWRepresentationContextReference.pxx,RWStepRepr_RWRepresentationContextReference.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationContextReference.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationContextReference.hpp
RWStepRepr_RWRepresentationItem.pxx,RWStepRepr_RWRepresentationItem.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationItem.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationItem.hpp
RWStepRepr_RWRepresentationMap.pxx,RWStepRepr_RWRepresentationMap.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationMap.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationMap.hpp
RWStepRepr_RWRepresentationReference.pxx,RWStepRepr_RWRepresentationReference.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationReference.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationReference.hpp
RWStepRepr_RWRepresentationRelationship.pxx,RWStepRepr_RWRepresentationRelationship.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationRelationship.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationRelationship.hpp
RWStepRepr_RWRepresentationRelationshipWithTransformation.pxx,RWStepRepr_RWRepresentationRelationshipWithTransformation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationRelationshipWithTransformation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWRepresentationRelationshipWithTransformation.hpp
RWStepRepr_RWShapeAspect.pxx,RWStepRepr_RWShapeAspect.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspect.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspect.hpp
RWStepRepr_RWShapeAspectDerivingRelationship.pxx,RWStepRepr_RWShapeAspectDerivingRelationship.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspectDerivingRelationship.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspectDerivingRelationship.hpp
RWStepRepr_RWShapeAspectRelationship.pxx,RWStepRepr_RWShapeAspectRelationship.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspectRelationship.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspectRelationship.hpp
RWStepRepr_RWShapeAspectTransition.pxx,RWStepRepr_RWShapeAspectTransition.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspectTransition.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeAspectTransition.hpp
RWStepRepr_RWShapeRepresentationRelationshipWithTransformation.pxx,RWStepRepr_RWShapeRepresentationRelationshipWithTransformation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeRepresentationRelationshipWithTransformation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWShapeRepresentationRelationshipWithTransformation.hpp
RWStepRepr_RWSpecifiedHigherUsageOccurrence.pxx,RWStepRepr_RWSpecifiedHigherUsageOccurrence.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWSpecifiedHigherUsageOccurrence.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWSpecifiedHigherUsageOccurrence.hpp
RWStepRepr_RWStructuralResponseProperty.pxx,RWStepRepr_RWStructuralResponseProperty.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWStructuralResponseProperty.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWStructuralResponseProperty.hpp
RWStepRepr_RWStructuralResponsePropertyDefinitionRepresentation.pxx,RWStepRepr_RWStructuralResponsePropertyDefinitionRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWStructuralResponsePropertyDefinitionRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWStructuralResponsePropertyDefinitionRepresentation.hpp
RWStepRepr_RWTangent.pxx,RWStepRepr_RWTangent.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWTangent.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWTangent.hpp
RWStepRepr_RWValueRepresentationItem.pxx,RWStepRepr_RWValueRepresentationItem.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWValueRepresentationItem.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepRepr\RWStepRepr_RWValueRepresentationItem.hpp
RWStepShape_RWAdvancedBrepShapeRepresentation.pxx,RWStepShape_RWAdvancedBrepShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAdvancedBrepShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAdvancedBrepShapeRepresentation.hpp
RWStepShape_RWAdvancedFace.pxx,RWStepShape_RWAdvancedFace.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAdvancedFace.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAdvancedFace.hpp
RWStepShape_RWAngularLocation.pxx,RWStepShape_RWAngularLocation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAngularLocation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAngularLocation.hpp
RWStepShape_RWAngularSize.pxx,RWStepShape_RWAngularSize.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAngularSize.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWAngularSize.hpp
RWStepShape_RWBlock.pxx,RWStepShape_RWBlock.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBlock.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBlock.hpp
RWStepShape_RWBooleanOperator.pxx,RWStepShape_RWBooleanOperator.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBooleanOperator.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBooleanOperator.hpp
RWStepShape_RWBooleanResult.pxx,RWStepShape_RWBooleanResult.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBooleanResult.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBooleanResult.hpp
RWStepShape_RWBoxDomain.pxx,RWStepShape_RWBoxDomain.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBoxDomain.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBoxDomain.hpp
RWStepShape_RWBoxedHalfSpace.pxx,RWStepShape_RWBoxedHalfSpace.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBoxedHalfSpace.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBoxedHalfSpace.hpp
RWStepShape_RWBrepWithVoids.pxx,RWStepShape_RWBrepWithVoids.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBrepWithVoids.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWBrepWithVoids.hpp
RWStepShape_RWClosedShell.pxx,RWStepShape_RWClosedShell.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWClosedShell.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWClosedShell.hpp
RWStepShape_RWCompoundShapeRepresentation.pxx,RWStepShape_RWCompoundShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWCompoundShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWCompoundShapeRepresentation.hpp
RWStepShape_RWConnectedEdgeSet.pxx,RWStepShape_RWConnectedEdgeSet.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedEdgeSet.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedEdgeSet.hpp
RWStepShape_RWConnectedFaceSet.pxx,RWStepShape_RWConnectedFaceSet.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedFaceSet.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedFaceSet.hpp
RWStepShape_RWConnectedFaceShapeRepresentation.pxx,RWStepShape_RWConnectedFaceShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedFaceShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedFaceShapeRepresentation.hpp
RWStepShape_RWConnectedFaceSubSet.pxx,RWStepShape_RWConnectedFaceSubSet.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedFaceSubSet.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWConnectedFaceSubSet.hpp
RWStepShape_RWContextDependentShapeRepresentation.pxx,RWStepShape_RWContextDependentShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWContextDependentShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWContextDependentShapeRepresentation.hpp
RWStepShape_RWCsgShapeRepresentation.pxx,RWStepShape_RWCsgShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWCsgShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWCsgShapeRepresentation.hpp
RWStepShape_RWCsgSolid.pxx,RWStepShape_RWCsgSolid.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWCsgSolid.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWCsgSolid.hpp
RWStepShape_RWDefinitionalRepresentationAndShapeRepresentation.pxx,RWStepShape_RWDefinitionalRepresentationAndShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDefinitionalRepresentationAndShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDefinitionalRepresentationAndShapeRepresentation.hpp
RWStepShape_RWDimensionalCharacteristicRepresentation.pxx,RWStepShape_RWDimensionalCharacteristicRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalCharacteristicRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalCharacteristicRepresentation.hpp
RWStepShape_RWDimensionalLocation.pxx,RWStepShape_RWDimensionalLocation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalLocation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalLocation.hpp
RWStepShape_RWDimensionalLocationWithPath.pxx,RWStepShape_RWDimensionalLocationWithPath.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalLocationWithPath.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalLocationWithPath.hpp
RWStepShape_RWDimensionalSize.pxx,RWStepShape_RWDimensionalSize.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalSize.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalSize.hpp
RWStepShape_RWDimensionalSizeWithPath.pxx,RWStepShape_RWDimensionalSizeWithPath.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalSizeWithPath.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWDimensionalSizeWithPath.hpp
RWStepShape_RWEdge.pxx,RWStepShape_RWEdge.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdge.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdge.hpp
RWStepShape_RWEdgeBasedWireframeModel.pxx,RWStepShape_RWEdgeBasedWireframeModel.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeBasedWireframeModel.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeBasedWireframeModel.hpp
RWStepShape_RWEdgeBasedWireframeShapeRepresentation.pxx,RWStepShape_RWEdgeBasedWireframeShapeRepresentation.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeBasedWireframeShapeRepresentation.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeBasedWireframeShapeRepresentation.hpp
RWStepShape_RWEdgeCurve.pxx,RWStepShape_RWEdgeCurve.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeCurve.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeCurve.hpp
RWStepShape_RWEdgeLoop.pxx,RWStepShape_RWEdgeLoop.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeLoop.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWEdgeLoop.hpp
RWStepShape_RWExtrudedAreaSolid.pxx,RWStepShape_RWExtrudedAreaSolid.hpp,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWExtrudedAreaSolid.pxx,D:\reOCCT8_0_0rc3\src\DataExchange\TKDESTEP\RWStepShape\RWStepShape_RWExtrudedAreaSolid.hpp
